SKU,Product name,Brand,Supplier,Supplier SKU,Lightspeed ID,LS Handle / Parent ID,Collection,Product type,Category,Material type,Species,Colour / tone,Grade,Layout pattern,Width (in),Length,Thickness (mm),Wear layer (mil),Veneer / top layer (mm),Veneer cut type,AC rating,Finish type,Install profile,Install method,Locking system,Underpad included,Underpad type,IIC rating,STC rating,Tile format,Weight per piece (kg),Certifications,Cost/unit,Retail price/unit,MAP price ($/sf),Pallet price ($/sf),Promo cost ($/sf),Promo end date,Volume pricing notes,Last price update,Price last changed by,Box size (sf),Pieces per box,Boxes per skid,Pieces per pallet,Stock status,Active,Waterproof,Pet friendly,Radiant heat compatible,Traffic rating,Suitable rooms,Residential warranty (yrs),Commercial warranty (yrs),Salesperson notes,Pairs well with,MatchedRecId,MatchStatus,LS Match status,LS Match notes
TIL-JLTL-ND6042,Essential Collection — Nordic Grigio — 24x24 (Matte),JL Tile,JL Tile,ND6042,581a5b9a-643b-484f-ba62-f9fcedc76966,jlttil---essential---porcelain-nordic-grigio---nd6042-----24-x-24---4pcb---16sfb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Nordic Grigio,,,24,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,4,40,160,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku ND6042
TIL-JLTL-ND3643,Essential Collection — Nordic Charcoal — 12x24 (Matte),JL Tile,JL Tile,ND3643,ae694c2f-9389-4ed4-89f1-ea325f363baf,jlttil---essential---porcelain-nordic-charcoal---nd3643-----12-x-24---8pcb---16sfb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Nordic Charcoal,,,12,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,8,40,320,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku ND3643
TIL-JLTL-ND6043,Essential Collection — Nordic Charcoal — 24x24 (Matte),JL Tile,JL Tile,ND6043,6948dc44-e69d-43c8-b4b8-20cce34e031e,jlttil---essential---porcelain-nordic-charcoal---nd6043-----24-x-24---4pcb---16sfb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Nordic Charcoal,,,24,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,4,40,160,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku ND6043
TIL-JLTL-QP8320GMB360,Essential Collection — Emotive Astonished White Matt — 12x24 (Matte),JL Tile,JL Tile,QP8320GMB360,332ab198-8c13-4450-aeda-a2a895274660,jlttil---essential---porcelain-emotive-astonished-white-matt---qp8320gmb-360-----12-x-24---8pcb---16sfb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Emotive Astonished White Matt,,,12,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,8,40,320,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku QP8320GMB360
TIL-JLTL-QP8320GMB660,Essential Collection — Emotive Astonished White Matt — 24x24 (Matte),JL Tile,JL Tile,QP8320GMB660,e252e01c-deb6-4e02-a549-22249932e1d1,jlttil---essential---porcelain-emotive-astonished-white-matt---qp8320gmb-660-----24-x-24---4pcb---16sfb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Emotive Astonished White Matt,,,24,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,4,40,160,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku QP8320GMB660
TIL-JLTL-DM36340M,Essential Collection — Dream White Matt — 12x24 (Matte),JL Tile,JL Tile,DM36340M,a3031d74-8ad1-417e-98e7-c004a2dd15ab,jlttil---essential---porcelain-dream-white-matt---dm36340m-----12-x-24---8pcb---16sfb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Dream White Matt,,,12,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,8,40,320,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku DM36340M
TIL-JLTL-DM60340M,Essential Collection — Dream White Matt — 24x24 (Matte),JL Tile,JL Tile,DM60340M,e1730497-a012-4858-8c0a-239d0e6319f3,jlttil---essential---porcelain-dream-white-matt---dm60340m-----24-x-24---4pcb---16sfb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Dream White Matt,,,24,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,4,40,160,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku DM60340M
TIL-JLTL-KG36012S,Essential Collection — Kamloops Glory Mist Matte — 12x24 (Matte),JL Tile,JL Tile,KG36012S,b57b3e1a-830f-4b5b-a38b-4a4f0262602b,jlttil---essential---porcelain-kamloops-glory-mist-matte---kg36012s-----12-x-24---8pcb---16sfb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Kamloops Glory Mist Matte,,,12,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,8,40,320,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku KG36012S
TIL-JLTL-KG6012S,Essential Collection — Kamloops Glory Mist Matte — 24x24 (Matte),JL Tile,JL Tile,KG6012S,06d522f4-a046-4b79-bf31-35f407189cb7,jlttil---essential---porcelain-kamloops-glory-mist-matte---kg6012s-----24-x-24---4pcb---16sfb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Kamloops Glory Mist Matte,,,24,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,4,40,160,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku KG6012S
TIL-JLTL-TBD0001,Essential Collection — Lisbon Grey Matte — 12x24 (Matte),JL Tile,JL Tile,,,JLTLTILESSENTIALCOLLECTIONLISBONGREYMATTE,Essential Collection,Flooring,Tile / Stone,Porcelain,,Lisbon Grey Matte,,,12,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,8,40,320,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | COMING SOON -- supplier has not assigned a SKU yet for this size; placeholder internal SKU used, Supplier SKU left blank pending real code.",,,new,not_found,New to Lightspeed (no matching sku found)
TIL-JLTL-6P227,Essential Collection — Lisbon Grey Matte — 24x24 (Matte),JL Tile,JL Tile,6P227,,JLTLTILESSENTIALCOLLECTIONLISBONGREYMATTE,Essential Collection,Flooring,Tile / Stone,Porcelain,,Lisbon Grey Matte,,,24,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,4,40,160,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost.",,,new,not_found,New to Lightspeed (no matching sku found)
TIL-JLTL-TBD0002,Essential Collection — Lisbon Silver Matte — 12x24 (Matte),JL Tile,JL Tile,,,JLTLTILESSENTIALCOLLECTIONLISBONSILVERMATTE,Essential Collection,Flooring,Tile / Stone,Porcelain,,Lisbon Silver Matte,,,12,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,8,40,320,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | COMING SOON -- supplier has not assigned a SKU yet for this size; placeholder internal SKU used, Supplier SKU left blank pending real code.",,,new,not_found,New to Lightspeed (no matching sku found)
TIL-JLTL-6P228,Essential Collection — Lisbon Silver Matte — 24x24 (Matte),JL Tile,JL Tile,6P228,,JLTLTILESSENTIALCOLLECTIONLISBONSILVERMATTE,Essential Collection,Flooring,Tile / Stone,Porcelain,,Lisbon Silver Matte,,,24,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,4,40,160,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost.",,,new,not_found,New to Lightspeed (no matching sku found)
TIL-JLTL-SDX12813P,Elegant Collection — Country Black — 24x48 (Polished),JL Tile,JL Tile,SDX12813P,bdd0830d-0bd0-46ce-b2c4-283a407e46a4,jlttil---porcelain-country-black---sdx12813p-----2448---2pcb,Elegant Collection,Flooring,Tile / Stone,Porcelain,,Country Black,,,24,"48""",,,,,,Polished,,,,,,,,,,,4.69,6.69,,3.61,,,Your cut order price: $4.22/sf | Skid price: $3.61/sf,,,16,2,56,112,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku SDX12813P
TIL-JLTL-SDX12611P,Elegant Collection — Forest Black — 24x48 (Polished),JL Tile,JL Tile,SDX12611P,e0c398e8-52fe-4766-a507-c805da981429,jlttil---porcelain-forest-black---sdx12611p-----2448---2pcb,Elegant Collection,Flooring,Tile / Stone,Porcelain,,Forest Black,,,24,"48""",,,,,,Polished,,,,,,,,,,,4.69,6.69,,3.61,,,Your cut order price: $4.22/sf | Skid price: $3.61/sf,,,16,2,56,112,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku SDX12611P
TIL-JLTL-MH12001,Elegant Collection — Canelli Grafite — 24x48 (Polished),JL Tile,JL Tile,MH12001,7e60150f-de9c-4735-9bb1-5a5ee5947027,jlttil---porcelain-canelli-grafite---mh12001-----2448---2pcb,Elegant Collection,Flooring,Tile / Stone,Porcelain,,Canelli Grafite,,,24,"48""",,,,,,Polished,,,,,,,,,,,4.69,6.69,,3.61,,,Your cut order price: $4.22/sf | Skid price: $3.61/sf,,,16,2,56,112,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku MH12001
TIL-JLTL-MH1248,Elegant Collection — Canelli Vintage Random — 24x48 (Polished),JL Tile,JL Tile,MH1248,5188c077-2125-4c90-9683-b8ff1a576c49,jlttil---porcelain-canelli-vintage---mh1248-----2448---2pcb,Elegant Collection,Flooring,Tile / Stone,Porcelain,,Canelli Vintage Random,,,24,"48""",,,,,,Polished,,,,,,,,,,,4.69,6.69,,3.61,,,Your cut order price: $4.22/sf | Skid price: $3.61/sf,,,24,3,37,111,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | Random patterns, no more book matching | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku MH1248
TIL-JLTL-DM12341,Elegant Collection — Dream White Polished — 24x48 (Polished),JL Tile,JL Tile,DM12341/DM12341Y,,,Elegant Collection,Flooring,Tile / Stone,Porcelain,,Dream White Polished,,,24,"48""",,,,,,Polished,,,,,,,,,,,2.79,4.79,,2.15,,,Your cut order price: $2.51/sf | Skid price: $2.15/sf,,,16,2,56,112,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | MatchStatus: ambiguous -- 2 candidate Lightspeed records found for code 'DM12341/DM12341Y' (see LS Match notes); excluded from the Lightspeed upload file pending manual review. Lightspeed ID and LS Handle left blank -- do not guess. | Supplier prints a combined/alternate code for this product ('DM12341/DM12341Y'); internal SKU suffix uses the primary token ('DM12341') verbatim.",,,ambiguous,ambiguous,TIE: DM12341 (id 5003f2a6-76eb-41fd-9d2d-2ee41b8740df); DM12341/DM12341Y/PY126929 (id e029d3e5-7d8a-4e82-8633-31666e483974)
TIL-JLTL-DM12341M,Elegant Collection — Dream White Matt — 24x48 (Matte),JL Tile,JL Tile,DM12341M/PY126929M,,,Elegant Collection,Flooring,Tile / Stone,Porcelain,,Dream White Matt,,,24,"48""",,,,,,Matte,,,,,,,,,,,3.99,5.99,,3.07,,,Your cut order price: $3.59/sf | Skid price: $3.07/sf,,,16,2,56,112,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | MatchStatus: ambiguous -- 2 candidate Lightspeed records found for code 'DM12341M/PY126929M' (see LS Match notes); excluded from the Lightspeed upload file pending manual review. Lightspeed ID and LS Handle left blank -- do not guess. | Supplier prints a combined/alternate code for this product ('DM12341M/PY126929M'); internal SKU suffix uses the primary token ('DM12341M') verbatim.",,,ambiguous,ambiguous,TIE: DM12341M/PY126929M (id 19bda592-8613-4c6e-8e59-e910a223fe3b); DM12341M (id ba3cf0ba-4a2c-4951-9d86-7d6837e4ed1e)
TIL-JLTL-BPCK1263,Elegant Collection — Bremen Night — 24x48 (Polished),JL Tile,JL Tile,BPCK1263,13d51817-381e-4c6c-92e1-50cfc3ac9450,jlttil---porcelain-bremen-night---bpck1263-----2448-8pcs-bookmatch---2pcb,Elegant Collection,Flooring,Tile / Stone,Porcelain,,Bremen Night,,,24,"48""",,,,,,Polished,,,,,,,,,,,2.47,4.47,,1.90,,,Your cut order price: $2.22/sf | Skid price: $1.90/sf,,,16,2,56,112,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku BPCK1263
TIL-JLTL-BPCK1262,Elegant Collection — Bremen Fall — 24x48 (Polished),JL Tile,JL Tile,BPCK1262,df7842d7-8aa8-469b-bbc5-8fb131ee8ee5,jlttil---porcelain-breman-fall---bpck1262-----2448-8pcs-bookmatch---2pcb,Elegant Collection,Flooring,Tile / Stone,Porcelain,,Bremen Fall,,,24,"48""",,,,,,Polished,,,,,,,,,,,2.47,4.47,,1.90,,,Your cut order price: $2.22/sf | Skid price: $1.90/sf,,,16,2,56,112,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku BPCK1262
TIL-JLTL-BPCK1261,Elegant Collection — Bremen Gris — 24x48 (Polished),JL Tile,JL Tile,BPCK1261,6e457a43-cab7-400e-b78e-804db9a91529,jlttil---porcelain-bremen-gris---bpck1261-----2448-8pcs-bookmatch---2pcb,Elegant Collection,Flooring,Tile / Stone,Porcelain,,Bremen Gris,,,24,"48""",,,,,,Polished,,,,,,,,,,,2.47,4.47,,1.90,,,Your cut order price: $2.22/sf | Skid price: $1.90/sf,,,16,2,56,112,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku BPCK1261
TIL-JLTL-BPCK1260,Elegant Collection — Bremen White — 24x48 (Polished),JL Tile,JL Tile,BPCK1260,03bbcc82-8b16-4aaa-b6b6-3f229b7b374e,jlttil---porcelain-bremen-white---bpck1260-----2448-8pcs-bookmatch---2pcb,Elegant Collection,Flooring,Tile / Stone,Porcelain,,Bremen White,,,24,"48""",,,,,,Polished,,,,,,,,,,,2.47,4.47,,1.90,,,Your cut order price: $2.22/sf | Skid price: $1.90/sf,,,16,2,56,112,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku BPCK1260
TIL-JLTL-BPCK1265,Elegant Collection — Catarina Bianco — 24x48 (Polished),JL Tile,JL Tile,BPCK1265,7a777074-e259-4e44-8ba8-3a7664d82edc,jlttil---elegant----catarina-bianco---bpck1265-----24-x-48---2pcb---16sfb,Elegant Collection,Flooring,Tile / Stone,Porcelain,,Catarina Bianco,,,24,"48""",,,,,,Polished,,,,,,,,,,,2.47,4.47,,1.90,,,Your cut order price: $2.22/sf | Skid price: $1.90/sf,,,16,2,56,112,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku BPCK1265
TIL-JLTL-BPCK1266,Elegant Collection — Alps Gold — 24x48 (Polished),JL Tile,JL Tile,BPCK1266,,JLTLTILELEGANTCOLLECTIONALPSGOLD,Elegant Collection,Flooring,Tile / Stone,Porcelain,,Alps Gold,,,24,"48""",,,,,,Polished,,,,,,,,,,,3.20,5.20,,2.46,,,Your cut order price: $2.88/sf | Skid price: $2.46/sf,,,16,2,56,112,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost.",,,new,not_found,New to Lightspeed (no matching sku found)
TIL-JLTL-BPCK1270,Elegant Collection — Lamia Bianco — 24x48 (Polished),JL Tile,JL Tile,BPCK1270,,JLTLTILELEGANTCOLLECTIONLAMIABIANCO,Elegant Collection,Flooring,Tile / Stone,Porcelain,,Lamia Bianco,,,24,"48""",,,,,,Polished,,,,,,,,,,,2.47,4.47,,1.90,,,Your cut order price: $2.22/sf | Skid price: $1.90/sf,,,16,2,56,112,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost.",,,new,not_found,New to Lightspeed (no matching sku found)
TIL-JLTL-BPCK1271,Elegant Collection — Lamia Grey — 24x48 (Polished),JL Tile,JL Tile,BPCK1271,,JLTLTILELEGANTCOLLECTIONLAMIAGREY,Elegant Collection,Flooring,Tile / Stone,Porcelain,,Lamia Grey,,,24,"48""",,,,,,Polished,,,,,,,,,,,2.47,4.47,,1.90,,,Your cut order price: $2.22/sf | Skid price: $1.90/sf,,,16,2,56,112,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost.",,,new,not_found,New to Lightspeed (no matching sku found)
TIL-JLTL-BPCK1273,Elegant Collection — Lamia Cream — 24x48 (Polished),JL Tile,JL Tile,BPCK1273,,JLTLTILELEGANTCOLLECTIONLAMIACREAM,Elegant Collection,Flooring,Tile / Stone,Porcelain,,Lamia Cream,,,24,"48""",,,,,,Polished,,,,,,,,,,,2.47,4.47,,1.90,,,Your cut order price: $2.22/sf | Skid price: $1.90/sf,,,16,2,56,112,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost.",,,new,not_found,New to Lightspeed (no matching sku found)
TIL-JLTL-BPCK1274,Elegant Collection — Lamia Snow — 24x48 (Polished),JL Tile,JL Tile,BPCK1274,,JLTLTILELEGANTCOLLECTIONLAMIASNOW,Elegant Collection,Flooring,Tile / Stone,Porcelain,,Lamia Snow,,,24,"48""",,,,,,Polished,,,,,,,,,,,2.47,4.47,,1.90,,,Your cut order price: $2.22/sf | Skid price: $1.90/sf,,,16,2,56,112,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost.",,,new,not_found,New to Lightspeed (no matching sku found)
TIL-JLTL-N612008,Elegant Collection — Ariosa Marble 10mm — 24x48 (Polished),JL Tile,JL Tile,N612008/BPCK1278,,,Elegant Collection,Flooring,Tile / Stone,Porcelain,,Ariosa Marble 10mm,,,24,"48""",,,,,,Polished,,,,,,,,,,,2.47,4.47,,1.90,,,Your cut order price: $2.22/sf | Skid price: $1.90/sf,,,16,2,56,112,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | MatchStatus: ambiguous -- 3 candidate Lightspeed records found for code 'N612008/BPCK1278' (see LS Match notes); excluded from the Lightspeed upload file pending manual review. Lightspeed ID and LS Handle left blank -- do not guess. | Supplier prints a combined/alternate code for this product ('N612008/BPCK1278'); internal SKU suffix uses the primary token ('N612008') verbatim.",,,ambiguous,ambiguous,TIE: N612008/BPCK1278 (id 256e55de-869d-4811-a8a0-830ebea52d51); N612008BPCK1278 (id 162255e0-1db5-4abb-bcf9-81d5233bfc75); N612008 (id 5c34402b-568a-46f9-a974-518d79aaa876)
