SKU,Product name,Brand,Supplier,Supplier SKU,Lightspeed ID,LS Handle / Parent ID,Collection,Product type,Category,Material type,Species,Colour / tone,Grade,Layout pattern,Width (in),Thickness (mm),Wear layer (mil),Veneer / top layer (mm),Veneer cut type,AC rating,Finish type,Install profile,Install method,Locking system,Underpad included,Underpad type,IIC rating,STC rating,Tile format,Weight per piece (kg),Certifications,Cost/unit,Retail price/unit,MAP price ($/sf),Pallet price ($/sf),Promo cost ($/sf),Promo end date,Volume pricing notes,Last price update,Price last changed by,Box size (sf),Pieces per box,Boxes per skid,Pieces per pallet,Stock status,Active,Waterproof,Pet friendly,Radiant heat compatible,Traffic rating,Suitable rooms,Residential warranty (yrs),Commercial warranty (yrs),Salesperson notes,Pairs well with,MatchedRecId,MatchStatus
HWD-GRAN-0001,"Grandeur 4.25"" RO — Amaretto (Select Grade)",Grandeur,Grandeur,,0a6f6e36-8b89-11eb-f3d6-7e8b6e0344e6,GRND425NAROAMARETTO,Contemporary,Flooring,Solid hardwood,,North American Red Oak,,Select,,4.25,19.05,,,,,Smooth Semi Gloss,T&G,,,,,,,,,,5.49,6.49,8.09,,,,,2026-09-01,Cowork,19.55,,,,,TRUE,FALSE,,,,,,,,,recJEAui04CEgvXk1,matched
HWD-GRAN-0002,"Grandeur 4.25"" RO — Gunstock (Select Grade)",Grandeur,Grandeur,,0a6f6e36-8b89-11eb-f3d6-7e8b6e1c8bac,GRND425NAROGUNSTOCK,Contemporary,Flooring,Solid hardwood,,North American Red Oak,,Select,,4.25,19.05,,,,,Smooth Semi Gloss,T&G,,,,,,,,,,5.49,6.49,8.09,,,,,2026-09-01,Cowork,19.55,,,,,TRUE,FALSE,,,,,,,,,recg1PrBGLH0yGOSP,matched
HWD-GRAN-0003,"Grandeur 4.25"" RO — Latte (Select Grade)",Grandeur,Grandeur,,946f5afb-4bb6-495b-bf01-2d8a36ad672a,GRND425NAROLATTE,Contemporary,Flooring,Solid hardwood,,North American Red Oak,,Select,,4.25,19.05,,,,,Smooth Semi Gloss,T&G,,,,,,,,,,5.49,6.49,8.09,,,,,2026-09-01,Cowork,19.55,,,,,TRUE,FALSE,,,,,,,,,recGdy9BlOqgcHKjt,matched
HWD-GRAN-0004,"Grandeur 4.25"" RO — Moka (Select Grade)",Grandeur,Grandeur,,0a6f6e36-8b89-11eb-f3d6-7e8b6e725224,GRND425NAROMOKA,Contemporary,Flooring,Solid hardwood,,North American Red Oak,,Select,,4.25,19.05,,,,,Smooth Semi Gloss,T&G,,,,,,,,,,5.49,6.49,8.09,,,,,2026-09-01,Cowork,19.55,,,,,TRUE,FALSE,,,,,,,,,recStjq9Q4MDWhdMm,matched
HWD-GRAN-0005,"Grandeur 4.25"" RO — Tree Bark (Select Grade)",Grandeur,Grandeur,,0a6f6e36-8b89-11eb-f3d6-7e8b6e8abb9b,GRND425NAROTREEBARK,Contemporary,Flooring,Solid hardwood,,North American Red Oak,,Select,,4.25,19.05,,,,,Smooth Semi Gloss,T&G,,,,,,,,,,5.49,6.49,8.09,,,,,2026-09-01,Cowork,19.55,,,,,TRUE,FALSE,,,,,,,,,rec9h3qlnQmOCA6PJ,matched
HWD-GRAN-0006,"Grandeur 4.25"" RO — Walnut (Select Grade)",Grandeur,Grandeur,,1cdf4689-1d69-42da-a680-20e49f9d6bfb,GRND425NAROWALNUT,Contemporary,Flooring,Solid hardwood,,North American Red Oak,,Select,,4.25,19.05,,,,,Smooth Semi Gloss,T&G,,,,,,,,,,5.49,6.49,8.09,,,,,2026-09-01,Cowork,19.55,,,,,TRUE,FALSE,,,,,,,,,recw6LxynLxHtJn4Z,matched
SPC-GRAN-0003,"Grandeur 7"" Atlantic — CDW340-2",Grandeur,Grandeur,CDW340-2,c02e1829-666a-4129-8bfe-77985e67786b,GRND7ATLANTICCDW3402,Atlantic,Flooring,LVP,SPC core,,,,,7,5,12,,,,,Click,Float,,TRUE,,72,70,,,,1.59,2.59,4.29,,1.59,2026-09-30,,2026-09-01,Cowork,26.721,,,,,TRUE,TRUE,FALSE,,,,,,"Colour name not provided by supplier -- product identified only by code 'CDW340-2'. Used as colour placeholder; confirm actual colour name with Grandeur. SALE item, no regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. Composition: 4.0mm SPC + 1mm underpad (material not named). *Two-side Closed Treads Available.",,recGGICeEf2UhHchV,matched
SPC-GRAN-0001,"Grandeur 7"" Atlantic — GF8936",Grandeur,Grandeur,GF8936,3f1ed949-8615-4feb-b12c-ec27fcec7287,GRND7ATLANTICGF8936,Atlantic,Flooring,LVP,SPC core,,,,,7,5,12,,,,,Click,Float,,TRUE,,72,70,,,,1.59,2.59,4.29,,1.59,2026-09-30,,2026-09-01,Cowork,26.721,,,,,TRUE,TRUE,FALSE,,,,,,"Resolved 2026-09-03 (Albert): adopted live SPC-GRAN-0001 — price-list code ""8936"" confirmed as the same product as live ""GF8936"". SKU, LS handle, Lightspeed ID and Supplier SKU taken from the live record per RULE 0. Colour name not provided by supplier -- product identified only by code '8936'. Used as colour placeholder; confirm actual colour name with Grandeur. SALE item, no regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. Composition: 4.0mm SPC + 1mm underpad (material not named). *Two-side Closed Treads Available.",,rec71K5yB4qVmqrnm,matched
SPC-GRAN-0007,"Grandeur 7"" Continental — Connecticut (7.0mm)",Grandeur,Grandeur,,8dfbeb18-83a7-427f-8c23-dbb4ef538ec7,GRND7CONTINENTALCONNECTICUT,Continental,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,17.72,,,,Low stock,TRUE,TRUE,TRUE,,,,,,SALE item ('7.0 only'). No regular equivalent in this tier -> Cost/unit=SALE price per Sale rule 3. Composition: 5.5mm SPC + 1.5mm underpad (material not named). Marked Low Stock.,,rec4iGhXwJqPMTCDz,matched
SPC-GRAN-0009,"Grandeur 7"" Continental — Iowa (7.0mm)",Grandeur,Grandeur,,2c094a3a-b444-426c-a3fa-cc121b33e13c,GRND7CONTINENTALIOWA,Continental,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,17.72,,,,,TRUE,TRUE,TRUE,,,,,,SALE item ('7.0 only'). No regular equivalent in this tier -> Cost/unit=SALE price per Sale rule 3. Composition: 5.5mm SPC + 1.5mm underpad (material not named).,,recAlS3YvS63oICP7,matched
SPC-GRAN-0010,"Grandeur 7"" Continental — Kentucky (7.0mm)",Grandeur,Grandeur,,51ba985f-1f85-4450-b499-6d6e5742650c,GRND7CONTINENTALKENTUCKY,Continental,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,17.72,,,,,TRUE,TRUE,TRUE,,,,,,SALE item ('7.0 only'). No regular equivalent in this tier -> Cost/unit=SALE price per Sale rule 3. Composition: 5.5mm SPC + 1.5mm underpad (material not named).,,recyYOdijo7wSjDAg,matched
SPC-GRAN-0011,"Grandeur 7"" Continental — Michigan (7.0mm)",Grandeur,Grandeur,,a9ee6ae7-f1b9-427d-93f8-3c493ce31c2b,GRND7CONTINENTALMICHIGAN,Continental,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,17.72,,,,,TRUE,TRUE,TRUE,,,,,,SALE item ('7.0 only'). No regular equivalent in this tier -> Cost/unit=SALE price per Sale rule 3. Composition: 5.5mm SPC + 1.5mm underpad (material not named).,,reciqcd1jZcULQyrj,matched
SPC-GRAN-0012,"Grandeur 7"" Continental — New Jersey (7.0mm)",Grandeur,Grandeur,,dea28770-f1a7-42da-8c24-24bfe7ce00ff,GRND7CONTINENTALNEWJERSEY,Continental,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,17.72,,,,,TRUE,TRUE,TRUE,,,,,,SALE item ('7.0 only'). No regular equivalent in this tier -> Cost/unit=SALE price per Sale rule 3. Composition: 5.5mm SPC + 1.5mm underpad (material not named).,,recfuQBPr6rK86r1E,matched
SPC-GRAN-0013,"Grandeur 7"" Continental — New York (7.0mm)",Grandeur,Grandeur,,644efc0a-0f3e-41c0-a3da-f27bbc2c1e62,GRND7CONTINENTALNEWYORK,Continental,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,17.72,,,,,TRUE,TRUE,TRUE,,,,,,SALE item ('7.0 only'). No regular equivalent in this tier -> Cost/unit=SALE price per Sale rule 3. Composition: 5.5mm SPC + 1.5mm underpad (material not named).,,recylRp2uAuslvGKT,matched
SPC-GRAN-0014,"Grandeur 7"" Continental — Wisconsin (7.0mm)",Grandeur,Grandeur,,40f05451-8bdd-40f4-8fb2-580e6790f9d7,GRND7CONTINENTALWISCONSIN,Continental,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,17.72,,,,,TRUE,TRUE,TRUE,,,,,,SALE item ('7.0 only'). No regular equivalent in this tier -> Cost/unit=SALE price per Sale rule 3. Composition: 5.5mm SPC + 1.5mm underpad (material not named).,,reckvSQshct09aUre,matched
SPC-GRAN-0005,"Grandeur 7"" Continental — Pennsylvania (6.0mm)",Grandeur,Grandeur,,6874cb7d-df57-47d5-a139-2c3cd9a350a8,GRND7CONTINENTALPENNSYLVANIA,Continental,Flooring,LVP,SPC core,,,,,7,6,12,,,,,Click,Float,,TRUE,,72,70,,,,1.69,2.69,4.39,,,,"6.0mm Promotional Price: TAKE ALL of one colour $1.59/sf while stock lasts (bulk buyout of entire remaining stock only, not a per-unit SALE price -- not applied as Promo cost).",2026-09-01,Cowork,23.62,,,,,TRUE,TRUE,FALSE,,,,,,Only non-SALE colour in Continental ('6.0 only'). Composition: 5.0mm SPC + 1.0mm underpad (material not named). See Volume pricing notes for a bulk buyout offer printed on this line.,,rechqmOXjzBv2XT0x,matched
SPC-GRAN-0015,"Grandeur 7"" Pacific — Canterbury",Grandeur,Grandeur,,8d3f2ab3-47c1-49c1-b8ec-7fb80d1a3fa5,GRND7PACIFICCANTERBURY,Pacific,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,17.72,,,,,TRUE,TRUE,TRUE,,,,,,"SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. FLAG FOR ALBERT: Pacific collection prints two box sizes (17.72sf/box @ 7""x60""x7mm and 18.91sf/box @ 7""x48""x7mm) at the same price without indicating which colours use which length; defaulted to the 60"" length/17.72sf/box for all Pacific colours -- confirm per-colour length with Grandeur. Composition: 5.5mm SPC + 1.5mm underpad (material not named).",,rec00Qc64m4JB0T13,matched
SPC-GRAN-0016,"Grandeur 7"" Pacific — Golden Bay",Grandeur,Grandeur,,97183f72-210b-4c0d-a373-7e9308718f87,GRND7PACIFICGOLDENBAY,Pacific,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,17.72,,,,,TRUE,TRUE,TRUE,,,,,,"SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. FLAG FOR ALBERT: Pacific collection prints two box sizes (17.72sf/box @ 7""x60""x7mm and 18.91sf/box @ 7""x48""x7mm) at the same price without indicating which colours use which length; defaulted to the 60"" length/17.72sf/box for all Pacific colours -- confirm per-colour length with Grandeur. Composition: 5.5mm SPC + 1.5mm underpad (material not named).",,reciiK1kWu3uBYLIb,matched
SPC-GRAN-0017,"Grandeur 7"" Pacific — Queenstown",Grandeur,Grandeur,,b3cbf076-151f-4b0c-a4d4-dd6f2ba103a1,GRND7PACIFICQUEENSTOWN,Pacific,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,17.72,,,,,TRUE,TRUE,TRUE,,,,,,"SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. FLAG FOR ALBERT: Pacific collection prints two box sizes (17.72sf/box @ 7""x60""x7mm and 18.91sf/box @ 7""x48""x7mm) at the same price without indicating which colours use which length; defaulted to the 60"" length/17.72sf/box for all Pacific colours -- confirm per-colour length with Grandeur. Composition: 5.5mm SPC + 1.5mm underpad (material not named).",,reczWaFbpwD9vBNL2,matched
SPC-GRAN-0018,"Grandeur 7"" Pacific — Wellington",Grandeur,Grandeur,,6205d42d-6b91-4233-8ed1-06689c1cb76f,GRND7PACIFICWELLINGTON,Pacific,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,17.72,,,,Low stock,TRUE,TRUE,TRUE,,,,,,"SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. FLAG FOR ALBERT: Pacific collection prints two box sizes (17.72sf/box @ 7""x60""x7mm and 18.91sf/box @ 7""x48""x7mm) at the same price without indicating which colours use which length; defaulted to the 60"" length/17.72sf/box for all Pacific colours -- confirm per-colour length with Grandeur. Composition: 5.5mm SPC + 1.5mm underpad (material not named). Marked Low Stock.",,rec4ShCF5XTP5huyT,matched
SPC-GRAN-0019,"Grandeur 7"" Pacific — 88006-2",Grandeur,Grandeur,88006-2,f5c4314f-3e85-44f9-b149-056fe1da7e45,GRND7PACIFIC880062,Pacific,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,17.72,,,,,TRUE,TRUE,TRUE,,,,,,"SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. FLAG FOR ALBERT: Pacific collection prints two box sizes (17.72sf/box @ 7""x60""x7mm and 18.91sf/box @ 7""x48""x7mm) at the same price without indicating which colours use which length; defaulted to the 60"" length/17.72sf/box for all Pacific colours -- confirm per-colour length with Grandeur. Composition: 5.5mm SPC + 1.5mm underpad (material not named). Colour name not provided -- product identified only by code '88006-2'; used as colour placeholder.",,recbj5Mgifa59GstW,matched
SPC-GRAN-0020,"Grandeur 7"" Anchor 7 — Battery Point",Grandeur,Grandeur,,d7166002-eb03-47c3-8a80-b91918d6a625,GRND7ANCHOR7BATTERYPOINT,Anchor 7,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,18.91,,,,,TRUE,TRUE,TRUE,,,,,,SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. Composition: 5.5mm SPC + 1.5mm underpad (material not named). *3in1 Matching Tread Package Available.,,recFz1qz2mRaVij6U,matched
SPC-GRAN-0021,"Grandeur 7"" Anchor 7 — North Head",Grandeur,Grandeur,,de01fba1-041c-4110-9035-2c64f7e2025b,GRND7ANCHOR7NORTHHEAD,Anchor 7,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,18.91,,,,,TRUE,TRUE,TRUE,,,,,,SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. Composition: 5.5mm SPC + 1.5mm underpad (material not named). *3in1 Matching Tread Package Available.,,recmrIhE42brJel2B,matched
SPC-GRAN-0022,"Grandeur 7"" Anchor 7 — Oak Island",Grandeur,Grandeur,,e3a643ed-2fdc-4c67-93a3-af7baaff19fd,GRND7ANCHOR7OAKISLAND,Anchor 7,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,18.91,,,,,TRUE,TRUE,TRUE,,,,,,SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. Composition: 5.5mm SPC + 1.5mm underpad (material not named). *3in1 Matching Tread Package Available.,,recvqPnb8yTI0BfrM,matched
SPC-GRAN-0023,"Grandeur 7"" Anchor 7 — Peggy's Cove",Grandeur,Grandeur,,74953b54-82b4-4e71-9081-aaabd0616a54,GRND7ANCHOR7PEGGYSCOVE,Anchor 7,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,18.91,,,,,TRUE,TRUE,TRUE,,,,,,SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. Composition: 5.5mm SPC + 1.5mm underpad (material not named). *3in1 Matching Tread Package Available.,,recNR5bTsYqU3JFnv,matched
SPC-GRAN-0024,"Grandeur 7"" Anchor 7 — Point Reyes",Grandeur,Grandeur,,dbb06d24-ac53-44c7-a67e-b28371fa0a8e,GRND7ANCHOR7POINTREYES,Anchor 7,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,18.91,,,,,TRUE,TRUE,TRUE,,,,,,SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. Composition: 5.5mm SPC + 1.5mm underpad (material not named). *3in1 Matching Tread Package Available.,,recVONp06BMwvPVGh,matched
SPC-GRAN-0025,"Grandeur 7"" Anchor 7 — Sambro",Grandeur,Grandeur,,bfc0b7c0-d6cc-41de-b515-cb3f88a59d5f,GRND7ANCHOR7SAMBRO,Anchor 7,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,18.91,,,,,TRUE,TRUE,TRUE,,,,,,SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. Composition: 5.5mm SPC + 1.5mm underpad (material not named). *3in1 Matching Tread Package Available.,,reclcUhm8RJsjN6dN,matched
SPC-GRAN-0026,"Grandeur 7"" Anchor 7 — Windpoint",Grandeur,Grandeur,,9be8b504-13c0-47ef-9dbd-079403167f0f,GRND7ANCHOR7WINDPOINT,Anchor 7,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,18.91,,,,,TRUE,TRUE,TRUE,,,,,,SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. Composition: 5.5mm SPC + 1.5mm underpad (material not named). *3in1 Matching Tread Package Available.,,recJ5HdyzhknYtZaH,matched
SPC-GRAN-0027,"Grandeur 7"" Wonder 7 — Alexandria",Grandeur,Grandeur,,a5a43a51-979e-41b2-8621-5de2ad9c58ae,GRND7WONDER7ALEXANDRIA,Wonder 7,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,17.72,,,,,TRUE,TRUE,TRUE,,,,,,SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. Composition: 5.5mm SPC + 1.5mm underpad (material not named). *3in1 Matching Tread Package Available.,,recC3pQSi0k7U46H1,matched
SPC-GRAN-0028,"Grandeur 7"" Wonder 7 — Babylon",Grandeur,Grandeur,,4a42af64-7f68-4d0e-aeb0-2c3a624a658f,GRND7WONDER7BABYLON,Wonder 7,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,17.72,,,,,TRUE,TRUE,TRUE,,,,,,SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. Composition: 5.5mm SPC + 1.5mm underpad (material not named). *3in1 Matching Tread Package Available.,,recVzN0jtL0m8ysNf,matched
SPC-GRAN-0029,"Grandeur 7"" Wonder 7 — Coliseum",Grandeur,Grandeur,,92de1677-ce49-436d-8242-b6b05429051b,GRND7WONDER7COLISEUM,Wonder 7,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,17.72,,,,,TRUE,TRUE,TRUE,,,,,,SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. Composition: 5.5mm SPC + 1.5mm underpad (material not named). *3in1 Matching Tread Package Available.,,recDaWz18B3lGR8fN,matched
SPC-GRAN-0030,"Grandeur 7"" Wonder 7 — Giza",Grandeur,Grandeur,,5d3e9397-b057-4727-a98a-1f2367aaedb8,GRND7WONDER7GIZA,Wonder 7,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,17.72,,,,,TRUE,TRUE,TRUE,,,,,,SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. Composition: 5.5mm SPC + 1.5mm underpad (material not named). *3in1 Matching Tread Package Available.,,recCxmoCulKie7E4n,matched
SPC-GRAN-0031,"Grandeur 7"" Wonder 7 — Olympia",Grandeur,Grandeur,,70a85fa5-db40-488f-a6be-a4726afb61ad,GRND7WONDER7OLYMPIA,Wonder 7,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,17.72,,,,,TRUE,TRUE,TRUE,,,,,,SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. Composition: 5.5mm SPC + 1.5mm underpad (material not named). *3in1 Matching Tread Package Available.,,recEtSpI6rr4dTP3C,matched
SPC-GRAN-0032,"Grandeur 7"" Wonder 7 — Petra",Grandeur,Grandeur,,1148ed5a-b219-4103-9d79-7fa556a926ea,GRND7WONDER7PETRA,Wonder 7,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,17.72,,,,,TRUE,TRUE,TRUE,,,,,,SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. Composition: 5.5mm SPC + 1.5mm underpad (material not named). *3in1 Matching Tread Package Available.,,recO6yaDrmfGi02qw,matched
SPC-GRAN-0033,"Grandeur 7"" Wonder 7 — Rhodes",Grandeur,Grandeur,,ff729b58-9ead-416a-9fd2-30b9922cbcd8,GRND7WONDER7RHODES,Wonder 7,Flooring,LVP,SPC core,,,,,7,7,20,,,,,Click,Float,,TRUE,,72,70,,,,1.94,2.94,4.49,,1.94,2026-09-30,,2026-09-01,Cowork,17.72,,,,,TRUE,TRUE,TRUE,,,,,,SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. Composition: 5.5mm SPC + 1.5mm underpad (material not named). *3in1 Matching Tread Package Available.,,reclvKtnbxRrxGjkh,matched
LVP-GRAN-0037,"Grandeur 7"" Inov8 — Cove Island",Grandeur,Grandeur,,2ea6d5b9-d0c8-439d-b5e8-bdaabf6e4237,GRND7INOV8COVEISLAND,Inov8,Flooring,LVP,SPC core,,,,,7,8,20,,,,EIR,Click,Float,5G,TRUE,,72,70,,,,2.69,3.69,5.09,,,,,2026-09-01,Cowork,17.91,,,,,TRUE,TRUE,TRUE,,,,,,"NEW PRODUCT — not present in the live Master Flooring Catalogue on 2026-09-03. SKU LVP-GRAN-0037 assigned continuing the live LVP-GRAN sequence. Note: the live base also holds legacy SPC-GRAN-/WPC-GRAN- prefixed vinyl; per the current schema rule new vinyl takes the LVP/LVT prefix, so this supplier's vinyl SKUs now mix both conventions. | Listed as 'Stone Plastic Composite Vinyl' but composition states 'Engineered Vinyl' core (6.5mm + 1.5mm underpad, material not named). Material type defaulted to SPC core per the documented Grandeur/LS ambiguous-core convention. *3in1 Matching Tread Package Available.",,,new
SPC-GRAN-0034,"Grandeur 7"" Inov8 — Flowerpot Island",Grandeur,Grandeur,,849bf0d3-5502-46e5-9bef-39ea2806be0e,GRND7INOV8FLOWERPOTISLAND,Inov8,Flooring,LVP,SPC core,,,,,7,8,20,,,,EIR,Click,Float,5G,TRUE,,72,70,,,,2.69,3.69,5.09,,,,,2026-09-01,Cowork,17.91,,,,,TRUE,TRUE,TRUE,,,,,,"Listed as 'Stone Plastic Composite Vinyl' but composition states 'Engineered Vinyl' core (6.5mm + 1.5mm underpad, material not named). Material type defaulted to SPC core per the documented Grandeur/LS ambiguous-core convention. *3in1 Matching Tread Package Available.",,recxvcVRcTZ0w4CvC,matched
SPC-GRAN-0035,"Grandeur 7"" Inov8 — Lion's Head",Grandeur,Grandeur,,14a768e0-b279-4809-bb10-34f3382d21d7,GRND7INOV8LIONSHEAD,Inov8,Flooring,LVP,SPC core,,,,,7,8,20,,,,EIR,Click,Float,5G,TRUE,,72,70,,,,2.69,3.69,5.09,,,,,2026-09-01,Cowork,17.91,,,,,TRUE,TRUE,TRUE,,,,,,"Listed as 'Stone Plastic Composite Vinyl' but composition states 'Engineered Vinyl' core (6.5mm + 1.5mm underpad, material not named). Material type defaulted to SPC core per the documented Grandeur/LS ambiguous-core convention. *3in1 Matching Tread Package Available.",,recvU9Vc3x2OiJcqr,matched
SPC-GRAN-0036,"Grandeur 7"" Inov8 — Manitoulin",Grandeur,Grandeur,,564e0079-9e09-42b6-809f-ca2533d59498,GRND7INOV8MANITOULIN,Inov8,Flooring,LVP,SPC core,,,,,7,8,20,,,,EIR,Click,Float,5G,TRUE,,72,70,,,,2.69,3.69,5.09,,,,,2026-09-01,Cowork,17.91,,,,,TRUE,TRUE,TRUE,,,,,,"Listed as 'Stone Plastic Composite Vinyl' but composition states 'Engineered Vinyl' core (6.5mm + 1.5mm underpad, material not named). Material type defaulted to SPC core per the documented Grandeur/LS ambiguous-core convention. *3in1 Matching Tread Package Available.",,recU13NQTpGUA9Gem,matched
SPC-GRAN-0037,"Grandeur 7"" Inov8 — Mermaid's Cove",Grandeur,Grandeur,,48174a6a-6f6e-4f37-8d86-fc23a238a0d0,GRND7INOV8MERMAIDSCOVE,Inov8,Flooring,LVP,SPC core,,,,,7,8,20,,,,EIR,Click,Float,5G,TRUE,,72,70,,,,2.69,3.69,5.09,,,,,2026-09-01,Cowork,17.91,,,,,TRUE,TRUE,TRUE,,,,,,"Listed as 'Stone Plastic Composite Vinyl' but composition states 'Engineered Vinyl' core (6.5mm + 1.5mm underpad, material not named). Material type defaulted to SPC core per the documented Grandeur/LS ambiguous-core convention. *3in1 Matching Tread Package Available.",,recA91war83tQQKbe,matched
SPC-GRAN-0038,"Grandeur 7"" Inov8 — Peninsula",Grandeur,Grandeur,,387ff3e5-fa0b-4dbb-91b0-4eab2b3a6841,GRND7INOV8PENINSULA,Inov8,Flooring,LVP,SPC core,,,,,7,8,20,,,,EIR,Click,Float,5G,TRUE,,72,70,,,,2.69,3.69,5.09,,,,,2026-09-01,Cowork,17.91,,,,,TRUE,TRUE,TRUE,,,,,,"Listed as 'Stone Plastic Composite Vinyl' but composition states 'Engineered Vinyl' core (6.5mm + 1.5mm underpad, material not named). Material type defaulted to SPC core per the documented Grandeur/LS ambiguous-core convention. *3in1 Matching Tread Package Available.",,recKM0qQWU5KcGIfj,matched
