SKU,Product name,Brand,Supplier,Supplier SKU,Lightspeed ID,LS Handle / Parent ID,Collection,Product type,Category,Material type,Species,Colour / tone,Grade,Layout pattern,Width (in),Length,Thickness (mm),Wear layer (mil),Veneer / top layer (mm),Veneer cut type,AC rating,Finish type,Install profile,Install method,Locking system,Underpad included,Underpad type,IIC rating,STC rating,Tile format,Weight per piece (kg),Certifications,Cost/unit,Retail price/unit,MAP price ($/sf),Pallet price ($/sf),Promo cost ($/sf),Promo end date,Volume pricing notes,Last price update,Price last changed by,Box size (sf),Pieces per box,Boxes per skid,Pieces per pallet,Stock status,Active,Waterproof,Pet friendly,Radiant heat compatible,Traffic rating,Suitable rooms,Residential warranty (yrs),Commercial warranty (yrs),Salesperson notes,Pairs well with,MatchedRecId,MatchStatus,Match status,Match notes
TIL-GRAC-0080,Tiles — White Galaxy — 24 x 24 (Polished),Gracious,Gracious,,0a6f6e36-8b89-11eb-f3d6-7e8a6be317de,GRACTILESWHITEGALAXYPOLISHED,Tiles,Flooring,Tile / Stone,Porcelain,,White Galaxy,,,24,"24""",,,,,,Polished,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new,OK,Matched LS sku 30009 (exact colour; verified: size 2424). Material type Porcelain taken from LS. WARNING: cost AT $1.39 vs LS $1.49
TIL-GRAC-0081,Tiles — Brilliant White Glossy — 24 x 24 (Glossy),Gracious,Gracious,,,GRACTILESBRILLIANTWHITEGLOSSYGLOSSY,Tiles,Flooring,Tile / Stone,,,Brilliant White Glossy,,,24,"24""",,,,,,Glossy,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0082,Tiles — Alascia Beige — 24 x 24 (Polished),Gracious,Gracious,,0a6f6e36-8b89-11eb-f3d6-7e8a6bb1ed58,GRACTILESALASCIABEIGEPOLISHED,Tiles,Flooring,Tile / Stone,Porcelain,,Alascia Beige,,,24,"24""",,,,,,Polished,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"". Size taken from the row's own name, not the section header.",,,new,OK,Matched LS sku 30006 (exact colour; verified: size 2424). Material type Porcelain taken from LS. WARNING: cost AT $1.39 vs LS $1.49
TIL-GRAC-0083,Tiles — Elite Marquina High Gloss — 24 x 24 (Glossy),Gracious,Gracious,,,GRACTILESELITEMARQUINAHIGHGLOSSGLOSSY,Tiles,Flooring,Tile / Stone,,,Elite Marquina High Gloss,,,24,"24""",,,,,,Glossy,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0084,Tiles — Lilac White High Gloss — 24 x 24 (Glossy),Gracious,Gracious,,,GRACTILESLILACWHITEHIGHGLOSSGLOSSY,Tiles,Flooring,Tile / Stone,,,Lilac White High Gloss,,,24,"24""",,,,,,Glossy,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0085,Tiles — Lumina White High Gloss — 24 x 24 (Glossy),Gracious,Gracious,,,GRACTILESLUMINAWHITEHIGHGLOSSGLOSSY,Tiles,Flooring,Tile / Stone,,,Lumina White High Gloss,,,24,"24""",,,,,,Glossy,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0086,Tiles — Luminus White High Gloss — 24 x 24 (Glossy),Gracious,Gracious,,,GRACTILESLUMINUSWHITEHIGHGLOSSGLOSSY,Tiles,Flooring,Tile / Stone,,,Luminus White High Gloss,,,24,"24""",,,,,,Glossy,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0087,Tiles — Panda White High Gloss — 24 x 24 (Glossy),Gracious,Gracious,,,GRACTILESPANDAWHITEHIGHGLOSSGLOSSY,Tiles,Flooring,Tile / Stone,,,Panda White High Gloss,,,24,"24""",,,,,,Glossy,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0088,Tiles — Unicorn 5 GL — 24 x 24 (Glossy),Gracious,Gracious,,0a6f6e36-8b89-11eb-f3d6-7e8a6c116232,GRACTILESUNICORN5GLGLOSSY,Tiles,Flooring,Tile / Stone,Porcelain,,Unicorn 5 GL,,,24,"24""",,,,,,Glossy,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new,OK,Matched LS sku 30011 (exact colour; verified: size 2424). Material type Porcelain taken from LS. WARNING: cost AT $1.39 vs LS $1.49
TIL-GRAC-0089,Tiles — Amaretto Grey — 24 x 48 (Polished),Gracious,Gracious,,,GRACTILESAMARETTOGREYPOLISHED,Tiles,Flooring,Tile / Stone,,,Amaretto Grey,,,24,"48""",,,,,,Polished,,,,,,,,,,,1.69,2.69,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED)"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0090,Tiles — Amaretto Silver — 24 x 48 (Polished),Gracious,Gracious,,,GRACTILESAMARETTOSILVERPOLISHED,Tiles,Flooring,Tile / Stone,,,Amaretto Silver,,,24,"48""",,,,,,Polished,,,,,,,,,,,1.69,2.69,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED)"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0091,Tiles — Amaretto Silver Matt — 24 x 48 (Matte),Gracious,Gracious,,,GRACTILESAMARETTOSILVERMATTMATTE,Tiles,Flooring,Tile / Stone,,,Amaretto Silver Matt,,,24,"48""",,,,,,Matte,,,,,,,,,,,1.69,2.69,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED)"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0092,Tiles — Angel Satvario — 24 x 48 (Polished),Gracious,Gracious,,,GRACTILESANGELSATVARIOPOLISHED,Tiles,Flooring,Tile / Stone,,,Angel Satvario,,,24,"48""",,,,,,Polished,,,,,,,,,,,1.69,2.69,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED)"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0093,Tiles — Armani Harbour Grey — 24 x 48 (Polished),Gracious,Gracious,,,GRACTILESARMANIHARBOURGREYPOLISHED,Tiles,Flooring,Tile / Stone,,,Armani Harbour Grey,,,24,"48""",,,,,,Polished,,,,,,,,,,,1.69,2.69,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED)"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0094,Tiles — Armani Harbour Silver — 24 x 48 (Polished),Gracious,Gracious,,,GRACTILESARMANIHARBOURSILVERPOLISHED,Tiles,Flooring,Tile / Stone,,,Armani Harbour Silver,,,24,"48""",,,,,,Polished,,,,,,,,,,,1.69,2.69,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED)"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0095,Tiles — Grigio Chiaro — 24 x 48 (Polished),Gracious,Gracious,,,GRACTILESGRIGIOCHIAROPOLISHED,Tiles,Flooring,Tile / Stone,,,Grigio Chiaro,,,24,"48""",,,,,,Polished,,,,,,,,,,,1.69,2.69,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED)"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0096,Tiles — Beige Chiaro — 24 x 48 (Polished),Gracious,Gracious,,,GRACTILESBEIGECHIAROPOLISHED,Tiles,Flooring,Tile / Stone,,,Beige Chiaro,,,24,"48""",,,,,,Polished,,,,,,,,,,,1.69,2.69,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED)"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0097,Tiles — Grigio Medio Matt — 24 x 48 (Matte),Gracious,Gracious,,,GRACTILESGRIGIOMEDIOMATTMATTE,Tiles,Flooring,Tile / Stone,,,Grigio Medio Matt,,,24,"48""",,,,,,Matte,,,,,,,,,,,1.69,2.69,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED)"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0098,Tiles — Calcutta Luxe — 24 x 48 (Polished),Gracious,Gracious,,,GRACTILESCALCUTTALUXEPOLISHED,Tiles,Flooring,Tile / Stone,,,Calcutta Luxe,,,24,"48""",,,,,,Polished,,,,,,,,,,,1.69,2.69,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED)"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0099,Tiles — Carrara Grace — 24 x 48 (Polished),Gracious,Gracious,,,GRACTILESCARRARAGRACEPOLISHED,Tiles,Flooring,Tile / Stone,,,Carrara Grace,,,24,"48""",,,,,,Polished,,,,,,,,,,,1.69,2.69,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED)"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0100,Tiles — Effco Statvario Matt — 24 x 48 (Matte),Gracious,Gracious,,,GRACTILESEFFCOSTATVARIOMATTMATTE,Tiles,Flooring,Tile / Stone,,,Effco Statvario Matt,,,24,"48""",,,,,,Matte,,,,,,,,,,,1.69,2.69,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED)"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0101,Tiles — Invisible Grey High Gloss — 24 x 48 (Glossy),Gracious,Gracious,,,GRACTILESINVISIBLEGREYHIGHGLOSSGLOSSY,Tiles,Flooring,Tile / Stone,,,Invisible Grey High Gloss,,,24,"48""",,,,,,Glossy,,,,,,,,,,,1.69,2.69,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED)"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0102,Tiles — Lasa White High Gloss — 24 x 48 (Glossy),Gracious,Gracious,,,GRACTILESLASAWHITEHIGHGLOSSGLOSSY,Tiles,Flooring,Tile / Stone,,,Lasa White High Gloss,,,24,"48""",,,,,,Glossy,,,,,,,,,,,1.69,2.69,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED)"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0103,Tiles — Satvario — 24 x 48 (Polished),Gracious,Gracious,,0a6f6e36-8b89-11eb-f3d6-7e8b794be562,GRACTILESSATVARIOPOLISHED,Tiles,Flooring,Tile / Stone,Porcelain,,Satvario,,,24,"48""",,,,,,Polished,,,,,,,,,,,1.69,2.69,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED)"".",,,new,OK,Matched LS sku GRA.T.P.Sat.2448 (colour spelling drift (edit distance 1); verified: size 2448). Material type Porcelain taken from LS. WARNING: cost AT $1.69 vs LS $2.29
