supplier,sku,change,promo_end_date,promo_cost,regular_cost,before,after,action_id
FLOORS AT WORK,ENG-FAWK-0079,(P) on,2026-09-30,2.99,3.99,"NAFENG - Handscraped Maple (Capri) T&G | 6.5"" x 18mm x RL - 19.18sf/b","(P 2026-09-30) NAFENG - Handscraped Maple (Capri) T&G | 6.5"" x 18mm x RL - 19.18sf/b",promo-09f5b0208914
FLOORS AT WORK,ENG-FAWK-0083,(P) on,2026-09-30,2.99,3.99,"NAFENG - Handscraped Maple (Myth) T&G | 6.5"" x 18mm x RL - 19.18sf/b","(P 2026-09-30) NAFENG - Handscraped Maple (Myth) T&G | 6.5"" x 18mm x RL - 19.18sf/b",promo-cdf1190a135c
FLOORS AT WORK,LAM-FAWK-0005,(P) on,2026-09-30,1.09,1.19,"NAFLAM - Handscraped Laminates (Drop Clic) (Apollo) Click | 7.71"" x 12mm x RL - 20.5sf/b","(P 2026-09-30) NAFLAM - Handscraped Laminates (Drop Clic) (Apollo) Click | 7.71"" x 12mm x RL - 20.5sf/b",promo-e52d6d336080
FLOORS AT WORK,LAM-FAWK-0006,(P) on,2026-09-30,1.09,1.19,"NAFLAM - Handscraped Laminates (Drop Clic) (Artemis) Click | 7.71"" x 12mm x RL - 20.5sf/b","(P 2026-09-30) NAFLAM - Handscraped Laminates (Drop Clic) (Artemis) Click | 7.71"" x 12mm x RL - 20.5sf/b",promo-cae0c59039c0
FLOORS AT WORK,LAM-FAWK-0007,(P) on,2026-09-30,1.09,1.19,"NAFLAM - Handscraped Laminates (Drop Clic) (Poseidon) Click | 7.71"" x 12mm x RL - 20.5sf/b","(P 2026-09-30) NAFLAM - Handscraped Laminates (Drop Clic) (Poseidon) Click | 7.71"" x 12mm x RL - 20.5sf/b",promo-9c491bbeb872
FLOORS AT WORK,LAM-FAWK-0008,(P) on,2026-09-30,1.09,1.19,"NAFLAM - Handscraped Laminates (Drop Clic) (Zeus) Click | 7.71"" x 12mm x RL - 20.5sf/b","(P 2026-09-30) NAFLAM - Handscraped Laminates (Drop Clic) (Zeus) Click | 7.71"" x 12mm x RL - 20.5sf/b",promo-d7ddd56bea48
FLOORS AT WORK,LAM-FAWK-0017,(P) on,2026-09-30,1.59,1.99,"NAFLAM - Waterproof Laminate Plus (Aurora) Click | 9.29"" x 12mm x RL - 19.27sf/b","(P 2026-09-30) NAFLAM - Waterproof Laminate Plus (Aurora) Click | 9.29"" x 12mm x RL - 19.27sf/b",promo-71f70c727fed
FLOORS AT WORK,LAM-FAWK-0020,(P) on,2026-09-30,1.59,1.99,"NAFLAM - Waterproof Laminate Plus (Equinox) Click | 9.29"" x 12mm x RL - 19.27sf/b","(P 2026-09-30) NAFLAM - Waterproof Laminate Plus (Equinox) Click | 9.29"" x 12mm x RL - 19.27sf/b",promo-0e9f4ac94cf8
FLOORS AT WORK,LAM-FAWK-0022,(P) on,2026-09-30,1.59,1.99,"NAFLAM - Waterproof Laminate Plus (Halo) Click | 9.29"" x 12mm x RL - 19.27sf/b","(P 2026-09-30) NAFLAM - Waterproof Laminate Plus (Halo) Click | 9.29"" x 12mm x RL - 19.27sf/b",promo-bd9d20f98505
FLOORS AT WORK,LVP-FAWK-0003,(P) on,2026-09-30,1.39,1.69,"NAFLVP-SPC - 6.5mm SPC Vinyl (Westminster) Click | 7.1"" x 6.5mm x RL - 23.9sf/b","(P 2026-09-30) NAFLVP-SPC - 6.5mm SPC Vinyl (Westminster) Click | 7.1"" x 6.5mm x RL - 23.9sf/b",promo-893bc4c5b762
FLOORS AT WORK,LVP-FAWK-0013,(P) on,2026-09-30,1.49,1.99,"NAFLVP-SPC - Aquaplus Select (Grand Bend) Click | 7.2"" x 7mm x RL - 17.91sf/b","(P 2026-09-30) NAFLVP-SPC - Aquaplus Select (Grand Bend) Click | 7.2"" x 7mm x RL - 17.91sf/b",promo-25a6412eb610
FLOORS AT WORK,LVP-FAWK-0024,(P) on,2026-09-30,1.59,1.79,"NAFLVP-SPC - Classic (Punta Cana) Click | 7.1"" x 7mm x RL - 17.91sf/b","(P 2026-09-30) NAFLVP-SPC - Classic (Punta Cana) Click | 7.1"" x 7mm x RL - 17.91sf/b",promo-32c1484e7c6b
FLOORS AT WORK,LVP-FAWK-0027,(P) on,2026-09-30,1.59,1.99,"NAFLVP-SPC - Aquaplus Gold (Yorkville) Click | 7.1"" x 7mm x RL - 17.91sf/b","(P 2026-09-30) NAFLVP-SPC - Aquaplus Gold (Yorkville) Click | 7.1"" x 7mm x RL - 17.91sf/b",promo-86ffe70cf3b4
FLOORS AT WORK,LVP-FAWK-0034,(P) on,2026-09-30,1.89,1.99,"NAFLVP-SPC - Aquaplus Gold (Russell Hill) Click | 7.1"" x 7mm x RL - 17.91sf/b","(P 2026-09-30) NAFLVP-SPC - Aquaplus Gold (Russell Hill) Click | 7.1"" x 7mm x RL - 17.91sf/b",promo-a41ff423de9e
FLOORS AT WORK,LVP-FAWK-0038,(P) on,2026-09-30,1.89,2.09,"NAFLVP-SPC - Aquaplus Gold with Cork (Shangri-La) Click | 7.1"" x 7mm x RL - 17.63sf/b","(P 2026-09-30) NAFLVP-SPC - Aquaplus Gold with Cork (Shangri-La) Click | 7.1"" x 7mm x RL - 17.63sf/b",promo-9aba3cf09e5f
FLOORS AT WORK,LVP-FAWK-0060,(P) on,2026-09-30,1.79,2.49,"NAFLVP-SPC - Aquaplus Platinum (Soho) Click | 7.1"" x 9mm x RL - 11.94sf/b","(P 2026-09-30) NAFLVP-SPC - Aquaplus Platinum (Soho) Click | 7.1"" x 9mm x RL - 11.94sf/b",promo-f83641a3ce4e
FLOORS AT WORK,LVP-FAWK-0070,(P) on,2026-09-30,1.79,2.29,"NAFLVP-SPC - Aqualuuuz (Prague) Loose lay | 7.25"" x 5mm x RL - 19.32sf/b","(P 2026-09-30) NAFLVP-SPC - Aqualuuuz (Prague) Loose lay | 7.25"" x 5mm x RL - 19.32sf/b",promo-15c6fd4619c2
FLOORS AT WORK,LVP-FAWK-0071,(P) on,2026-09-30,1.29,1.49,"NAFLVP-SPC - Aqua Commercial (Landmark) Glue down | 7.36"" x 3mm x RL - 34.58sf/b","(P 2026-09-30) NAFLVP-SPC - Aqua Commercial (Landmark) Glue down | 7.36"" x 3mm x RL - 34.58sf/b",promo-c75e5b6f56d0
FLOORS AT WORK,LVP-FAWK-0073,(P) on,2026-09-30,0.99,1.49,"NAFLVP-SPC - Aqua Commercial (Ellisdon) Glue down | 7.36"" x 3mm x RL - 34.58sf/b","(P 2026-09-30) NAFLVP-SPC - Aqua Commercial (Ellisdon) Glue down | 7.36"" x 3mm x RL - 34.58sf/b",promo-cc53e4b8173b
FLOORS AT WORK,LVP-FAWK-0075,(P) on,2026-09-30,1.29,1.49,"NAFLVP-SPC - Aqua Commercial (Duca) Glue down | 7.36"" x 3mm x RL - 34.58sf/b","(P 2026-09-30) NAFLVP-SPC - Aqua Commercial (Duca) Glue down | 7.36"" x 3mm x RL - 34.58sf/b",promo-745f445ff44c
FLOORS AT WORK,LVT-FAWK-0004,(P) on,2026-09-30,2.29,2.89,"NAFLVT-SPC - Aqua Tile (Gold) Click | 12"" x 7mm x RL - 16.03sf/b","(P 2026-09-30) NAFLVT-SPC - Aqua Tile (Gold) Click | 12"" x 7mm x RL - 16.03sf/b",promo-a27272254b47
FLOORS AT WORK,LVT-FAWK-0015,(P) on,2026-09-30,1.69,2.29,"NAFLVT-SPC - Aqua Commercial (Magnetite) Glue down | 18"" x 5mm x RL - 22.5sf/b","(P 2026-09-30) NAFLVT-SPC - Aqua Commercial (Magnetite) Glue down | 18"" x 5mm x RL - 22.5sf/b",promo-1e8ceafb00fd
FLOORS AT WORK,LVT-FAWK-0016,(P) on,2026-09-30,1.69,2.29,"NAFLVT-SPC - Aqua Commercial (Moonstone) Glue down | 18"" x 5mm x RL - 22.5sf/b","(P 2026-09-30) NAFLVT-SPC - Aqua Commercial (Moonstone) Glue down | 18"" x 5mm x RL - 22.5sf/b",promo-f7a7c427e021
GRANDEUR,ENG-GRAN-0012,no marker: variant member,2026-09-30,3.99,3.99,,,
GRANDEUR,ENG-GRAN-0013,no marker: variant member,(none),3.99,3.99,,,
GRANDEUR,ENG-GRAN-0014,no marker: variant member,2026-09-30,3.99,3.99,,,
GRANDEUR,ENG-GRAN-0015,no marker: variant member,2026-09-30,3.99,3.99,,,
GRANDEUR,ENG-GRAN-0016,no marker: variant member,2026-09-30,3.99,3.99,,,
GRANDEUR,ENG-GRAN-0017,no marker: variant member,2026-09-30,3.99,3.99,,,
GRANDEUR,ENG-GRAN-0018,no marker: variant member,2026-09-30,2.99,2.99,,,
GRANDEUR,ENG-GRAN-0031,no marker: variant member,2026-09-30,3.99,3.99,,,
GRANDEUR,ENG-GRAN-0033,no marker: variant member,2026-09-30,3.99,3.99,,,
GRANDEUR,ENG-GRAN-0040,cost -> promo,2026-09-30,2.99,4.89,4.89,2.99,promo-387b4c70d9ef
GRANDEUR,ENG-GRAN-0040,no marker: variant member,2026-09-30,2.99,4.89,,,
GRANDEUR,ENG-GRAN-0046,cost -> promo,2026-09-30,3.99,4.89,4.89,3.99,promo-166d15174c2d
GRANDEUR,ENG-GRAN-0046,no marker: variant member,2026-09-30,3.99,4.89,,,
GRANDEUR,ENG-GRAN-0069,no marker: variant member,2026-09-30,6.99,6.99,,,
GRANDEUR,ENG-GRAN-0070,no marker: variant member,2026-09-30,6.79,6.79,,,
GRANDEUR,ENG-GRAN-0073,no marker: variant member,2026-09-30,5.79,5.79,,,
GRANDEUR,ENG-GRAN-0074,no marker: variant member,2026-09-30,5.79,5.79,,,
GRANDEUR,ENG-GRAN-0075,no marker: variant member,2026-09-30,3.99,3.99,,,
GRANDEUR,ENG-GRAN-0102,(P) on,2026-09-30,3.99,4.59,"GRNDENG - Ultra American Oak (Cascade) T&G | 7.5"" x 19.05mm x RL - 2mm top - 23.32sf/b - Select & Better","(P 2026-09-30) GRNDENG - Ultra American Oak (Cascade) T&G | 7.5"" x 19.05mm x RL - 2mm top - 23.32sf/b - Select & Better",promo-d8ded8645bc5
GRANDEUR,ENG-GRAN-0102,cost -> promo,2026-09-30,3.99,4.59,4.59,3.99,promo-7247e6480e31
GRANDEUR,LAM-GRAN-0021,(P) on,2026-09-30,1.99,1.99,GRNDLAM - Aquamate (Adelaide) Click | 12mm x RL - 23.31sf/b,(P 2026-09-30) GRNDLAM - Aquamate (Adelaide) Click | 12mm x RL - 23.31sf/b,promo-3972b60e4685
GRANDEUR,LAM-GRAN-0022,(P) on,2026-09-30,1.99,1.99,GRNDLAM - Aquamate (Alice Springs) Click | 12mm x RL - 23.31sf/b,(P 2026-09-30) GRNDLAM - Aquamate (Alice Springs) Click | 12mm x RL - 23.31sf/b,promo-c0a9467f0bcc
GRANDEUR,LAM-GRAN-0023,(P) on,2026-09-30,1.99,1.99,GRNDLAM - Aquamate (Brisbane) Click | 12mm x RL - 23.31sf/b,(P 2026-09-30) GRNDLAM - Aquamate (Brisbane) Click | 12mm x RL - 23.31sf/b,promo-4f5962da67fd
GRANDEUR,LAM-GRAN-0024,(P) on,2026-09-30,1.99,1.99,GRNDLAM - Aquamate (Cairns) Click | 12mm x RL - 23.31sf/b,(P 2026-09-30) GRNDLAM - Aquamate (Cairns) Click | 12mm x RL - 23.31sf/b,promo-0c27f18ac873
GRANDEUR,LAM-GRAN-0025,(P) on,2026-09-30,1.99,1.99,GRNDLAM - Aquamate (Canberra) Click | 12mm x RL - 23.31sf/b,(P 2026-09-30) GRNDLAM - Aquamate (Canberra) Click | 12mm x RL - 23.31sf/b,promo-bd7817832d8c
GRANDEUR,LAM-GRAN-0026,(P) on,2026-09-30,1.99,1.99,GRNDLAM - Aquamate (Darwin) Click | 12mm x RL - 23.31sf/b,(P 2026-09-30) GRNDLAM - Aquamate (Darwin) Click | 12mm x RL - 23.31sf/b,promo-28588edf83c0
GRANDEUR,LAM-GRAN-0027,(P) on,2026-09-30,1.99,1.99,GRNDLAM - Aquamate (Hobart) Click | 12mm x RL - 23.31sf/b,(P 2026-09-30) GRNDLAM - Aquamate (Hobart) Click | 12mm x RL - 23.31sf/b,promo-74adf0c6c439
GRANDEUR,LAM-GRAN-0028,(P) on,2026-09-30,1.99,1.99,GRNDLAM - Aquamate (Melbourne) Click | 12mm x RL - 23.31sf/b,(P 2026-09-30) GRNDLAM - Aquamate (Melbourne) Click | 12mm x RL - 23.31sf/b,promo-06d2fdc1c576
GRANDEUR,LAM-GRAN-0029,(P) on,2026-09-30,1.99,1.99,GRNDLAM - Aquamate (Perth) Click | 12mm x RL - 23.31sf/b,(P 2026-09-30) GRNDLAM - Aquamate (Perth) Click | 12mm x RL - 23.31sf/b,promo-9e9ab820cfd2
GRANDEUR,LAM-GRAN-0030,(P) on,(none),1.99,1.99,"GRNDLAM - Aquamate (Sydney) Click | 9.3"" x 12mm x RL - 23.31sf/b","(P) GRNDLAM - Aquamate (Sydney) Click | 9.3"" x 12mm x RL - 23.31sf/b",promo-d17ba0b89963
GRANDEUR,LVP-GRAN-0011,(P) on,2026-09-30,1.99,1.99,"GRNDLVP-DB - Entrepreneur (Canvaslight) Glue down | 7"" x 4mm x RL - 28.00sf/b","(P 2026-09-30) GRNDLVP-DB - Entrepreneur (Canvaslight) Glue down | 7"" x 4mm x RL - 28.00sf/b",promo-25999e68264e
GRANDEUR,LVP-GRAN-0012,(P) on,2026-09-30,1.99,1.99,"GRNDLVP-DB - Entrepreneur (Chroma Drift) Glue down | 7"" x 4mm x RL - 28.00sf/b","(P 2026-09-30) GRNDLVP-DB - Entrepreneur (Chroma Drift) Glue down | 7"" x 4mm x RL - 28.00sf/b",promo-a36c22609df0
GRANDEUR,LVP-GRAN-0013,(P) on,2026-09-30,1.99,1.99,"GRNDLVP-DB - Entrepreneur (Feathergrass) Glue down | 7"" x 4mm x RL - 28.00sf/b","(P 2026-09-30) GRNDLVP-DB - Entrepreneur (Feathergrass) Glue down | 7"" x 4mm x RL - 28.00sf/b",promo-eea4965cd64b
GRANDEUR,LVP-GRAN-0014,(P) on,2026-09-30,1.99,1.99,"GRNDLVP-DB - Entrepreneur (Rainmoor) Glue down | 7"" x 4mm x RL - 28.00sf/b","(P 2026-09-30) GRNDLVP-DB - Entrepreneur (Rainmoor) Glue down | 7"" x 4mm x RL - 28.00sf/b",promo-5d42227b4ccb
GRANDEUR,LVP-GRAN-0015,(P) on,2026-09-30,1.99,1.99,"GRNDLVP-DB - Entrepreneur (Stone Veil) Glue down | 7"" x 4mm x RL - 28.00sf/b","(P 2026-09-30) GRNDLVP-DB - Entrepreneur (Stone Veil) Glue down | 7"" x 4mm x RL - 28.00sf/b",promo-3df39cd540c2
GRANDEUR,LVP-GRAN-0016,(P) on,2026-09-30,1.99,1.99,"GRNDLVP-DB - Entrepreneur (Woodmere) Glue down | 7"" x 4mm x RL - 28.00sf/b","(P 2026-09-30) GRNDLVP-DB - Entrepreneur (Woodmere) Glue down | 7"" x 4mm x RL - 28.00sf/b",promo-4499921f0d7e
GRANDEUR,SPC-GRAN-0001,(P) on,2026-09-30,1.59,1.59,"GRNDLVP-SPC - Atlantic (GF8936) Click | 7"" x 5mm x RL - 26.72sf/b","(P 2026-09-30) GRNDLVP-SPC - Atlantic (GF8936) Click | 7"" x 5mm x RL - 26.72sf/b",promo-830ef6c9cbf1
GRANDEUR,SPC-GRAN-0003,(P) on,2026-09-30,1.59,1.59,"GRNDLVP-SPC - Atlantic (CDW340-2) Click | 7"" x 5mm x RL - 26.72sf/b","(P 2026-09-30) GRNDLVP-SPC - Atlantic (CDW340-2) Click | 7"" x 5mm x RL - 26.72sf/b",promo-f511dad85f21
GRANDEUR,SPC-GRAN-0004,(P) on,(none),1.59,1.59,"GRNDLVP-SPC - Atlantic (88004-7) Click | 7"" x 5mm x RL - 26.72sf/b","(P) GRNDLVP-SPC - Atlantic (88004-7) Click | 7"" x 5mm x RL - 26.72sf/b",promo-36d852e20790
GRANDEUR,SPC-GRAN-0007,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Continental (Connecticut) Click | 7"" x 7mm x RL - 17.72sf/b","(P 2026-09-30) GRNDLVP-SPC - Continental (Connecticut) Click | 7"" x 7mm x RL - 17.72sf/b",promo-58919cdf4ea9
GRANDEUR,SPC-GRAN-0008,(P) on,(none),1.94,1.94,"GRNDLVP-SPC - Continental (Illinois) Click | 7"" x 7mm x RL - 17.72sf/b","(P) GRNDLVP-SPC - Continental (Illinois) Click | 7"" x 7mm x RL - 17.72sf/b",promo-a5cc4e289375
GRANDEUR,SPC-GRAN-0009,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Continental (Iowa) Click | 7"" x 7mm x RL - 17.72sf/b","(P 2026-09-30) GRNDLVP-SPC - Continental (Iowa) Click | 7"" x 7mm x RL - 17.72sf/b",promo-452a6cead644
GRANDEUR,SPC-GRAN-0010,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Continental (Kentucky) Click | 7"" x 7mm x RL - 17.72sf/b","(P 2026-09-30) GRNDLVP-SPC - Continental (Kentucky) Click | 7"" x 7mm x RL - 17.72sf/b",promo-725333d20a09
GRANDEUR,SPC-GRAN-0011,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Continental (Michigan) Click | 7"" x 7mm x RL - 17.72sf/b","(P 2026-09-30) GRNDLVP-SPC - Continental (Michigan) Click | 7"" x 7mm x RL - 17.72sf/b",promo-64ae2c3125b5
GRANDEUR,SPC-GRAN-0012,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Continental (New Jersey) Click | 7"" x 7mm x RL - 17.72sf/b","(P 2026-09-30) GRNDLVP-SPC - Continental (New Jersey) Click | 7"" x 7mm x RL - 17.72sf/b",promo-f17c4a9abaf1
GRANDEUR,SPC-GRAN-0013,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Continental (New York) Click | 7"" x 7mm x RL - 17.72sf/b","(P 2026-09-30) GRNDLVP-SPC - Continental (New York) Click | 7"" x 7mm x RL - 17.72sf/b",promo-0384b2b9d4de
GRANDEUR,SPC-GRAN-0014,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Continental (Wisconsin) Click | 7"" x 7mm x RL - 17.72sf/b","(P 2026-09-30) GRNDLVP-SPC - Continental (Wisconsin) Click | 7"" x 7mm x RL - 17.72sf/b",promo-938d69166df7
GRANDEUR,SPC-GRAN-0015,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Pacific (Canterbury) Click | 7"" x 7mm x RL - 17.72sf/b","(P 2026-09-30) GRNDLVP-SPC - Pacific (Canterbury) Click | 7"" x 7mm x RL - 17.72sf/b",promo-ee323bd00741
GRANDEUR,SPC-GRAN-0016,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Pacific (Golden Bay) Click | 7"" x 7mm x RL - 17.72sf/b","(P 2026-09-30) GRNDLVP-SPC - Pacific (Golden Bay) Click | 7"" x 7mm x RL - 17.72sf/b",promo-f0dc6894cc83
GRANDEUR,SPC-GRAN-0017,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Pacific (Queenstown) Click | 7"" x 7mm x RL - 17.72sf/b","(P 2026-09-30) GRNDLVP-SPC - Pacific (Queenstown) Click | 7"" x 7mm x RL - 17.72sf/b",promo-67a5544f69d8
GRANDEUR,SPC-GRAN-0018,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Pacific (Wellington) Click | 7"" x 7mm x RL - 17.72sf/b","(P 2026-09-30) GRNDLVP-SPC - Pacific (Wellington) Click | 7"" x 7mm x RL - 17.72sf/b",promo-3269df83e2ee
GRANDEUR,SPC-GRAN-0019,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Pacific (88006-2) Click | 7"" x 7mm x RL - 17.72sf/b","(P 2026-09-30) GRNDLVP-SPC - Pacific (88006-2) Click | 7"" x 7mm x RL - 17.72sf/b",promo-fb3cf7fcef0e
GRANDEUR,SPC-GRAN-0020,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Anchor 7 (Battery Point) Click | 7"" x 7mm x RL - 18.91sf/b","(P 2026-09-30) GRNDLVP-SPC - Anchor 7 (Battery Point) Click | 7"" x 7mm x RL - 18.91sf/b",promo-aa8eb0cac33c
GRANDEUR,SPC-GRAN-0021,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Anchor 7 (North Head) Click | 7"" x 7mm x RL - 18.91sf/b","(P 2026-09-30) GRNDLVP-SPC - Anchor 7 (North Head) Click | 7"" x 7mm x RL - 18.91sf/b",promo-369e76540bc5
GRANDEUR,SPC-GRAN-0022,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Anchor 7 (Oak Island) Click | 7"" x 7mm x RL - 18.91sf/b","(P 2026-09-30) GRNDLVP-SPC - Anchor 7 (Oak Island) Click | 7"" x 7mm x RL - 18.91sf/b",promo-c6b588494294
GRANDEUR,SPC-GRAN-0023,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Anchor 7 (Peggy's Cove) Click | 7"" x 7mm x RL - 18.91sf/b","(P 2026-09-30) GRNDLVP-SPC - Anchor 7 (Peggy's Cove) Click | 7"" x 7mm x RL - 18.91sf/b",promo-1beb6d34087a
GRANDEUR,SPC-GRAN-0024,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Anchor 7 (Point Reyes) Click | 7"" x 7mm x RL - 18.91sf/b","(P 2026-09-30) GRNDLVP-SPC - Anchor 7 (Point Reyes) Click | 7"" x 7mm x RL - 18.91sf/b",promo-c485839652d8
GRANDEUR,SPC-GRAN-0025,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Anchor 7 (Sambro) Click | 7"" x 7mm x RL - 18.91sf/b","(P 2026-09-30) GRNDLVP-SPC - Anchor 7 (Sambro) Click | 7"" x 7mm x RL - 18.91sf/b",promo-f1f8bb5668db
GRANDEUR,SPC-GRAN-0026,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Anchor 7 (Windpoint) Click | 7"" x 7mm x RL - 18.91sf/b","(P 2026-09-30) GRNDLVP-SPC - Anchor 7 (Windpoint) Click | 7"" x 7mm x RL - 18.91sf/b",promo-d8a9d8ed8cb3
GRANDEUR,SPC-GRAN-0027,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Wonder 7 (Alexandria) Click | 7"" x 7mm x RL - 17.72sf/b","(P 2026-09-30) GRNDLVP-SPC - Wonder 7 (Alexandria) Click | 7"" x 7mm x RL - 17.72sf/b",promo-16d476d896a9
GRANDEUR,SPC-GRAN-0028,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Wonder 7 (Babylon) Click | 7"" x 7mm x RL - 17.72sf/b","(P 2026-09-30) GRNDLVP-SPC - Wonder 7 (Babylon) Click | 7"" x 7mm x RL - 17.72sf/b",promo-3c6294fe54f6
GRANDEUR,SPC-GRAN-0029,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Wonder 7 (Coliseum) Click | 7"" x 7mm x RL - 17.72sf/b","(P 2026-09-30) GRNDLVP-SPC - Wonder 7 (Coliseum) Click | 7"" x 7mm x RL - 17.72sf/b",promo-ba368a638030
GRANDEUR,SPC-GRAN-0030,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Wonder 7 (Giza) Click | 7"" x 7mm x RL - 17.72sf/b","(P 2026-09-30) GRNDLVP-SPC - Wonder 7 (Giza) Click | 7"" x 7mm x RL - 17.72sf/b",promo-9bc2691ae24f
GRANDEUR,SPC-GRAN-0031,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Wonder 7 (Olympia) Click | 7"" x 7mm x RL - 17.72sf/b","(P 2026-09-30) GRNDLVP-SPC - Wonder 7 (Olympia) Click | 7"" x 7mm x RL - 17.72sf/b",promo-19a30f476d3d
GRANDEUR,SPC-GRAN-0032,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Wonder 7 (Petra) Click | 7"" x 7mm x RL - 17.72sf/b","(P 2026-09-30) GRNDLVP-SPC - Wonder 7 (Petra) Click | 7"" x 7mm x RL - 17.72sf/b",promo-8d01d99503b8
GRANDEUR,SPC-GRAN-0033,(P) on,2026-09-30,1.94,1.94,"GRNDLVP-SPC - Wonder 7 (Rhodes) Click | 7"" x 7mm x RL - 17.72sf/b","(P 2026-09-30) GRNDLVP-SPC - Wonder 7 (Rhodes) Click | 7"" x 7mm x RL - 17.72sf/b",promo-e9afcf62cc54
JL TILE,TIL-JLTI-36P00B,(P) off,(none),,,(P) JLTTIL - Porcelain (Super Pure White*)  | #36P00B |  - 1224 - 8pc/b,JLTTIL - Porcelain (Super Pure White*)  | #36P00B |  - 1224 - 8pc/b,promo-330f4a5f79f5
JL TILE,TIL-JLTI-60P00B,(P) off,(none),,,(P) JLTTIL - Porcelain (Super Pure White*)  | #60P00B |  - 2424 - 4pc/b,JLTTIL - Porcelain (Super Pure White*)  | #60P00B |  - 2424 - 4pc/b,promo-be536b1d64db
JL TILE,TIL-JLTI-BPCK6007,(P) off,(none),,,(P) JLTTIL - Porcelain (Rodas Bianco)  | #BPCK6007 |  - 2424 - 4pc/b,JLTTIL - Porcelain (Rodas Bianco)  | #BPCK6007 |  - 2424 - 4pc/b,promo-1205977395b2
JL TILE,TIL-JLTI-DM12341,(P) off,(none),,2.69,(P) JLTTIL - Porcelain (Dream White)  | #DM12341 |  - 2448 (8pcs Bookmatch) - 2pc/b,JLTTIL - Porcelain (Dream White)  | #DM12341 |  - 2448 (8pcs Bookmatch) - 2pc/b,promo-894f775825a1
JL TILE,TIL-JLTI-DM12342,(P) off,(none),,,(P) JLTTIL - Porcelain (Dream Grey)  | #DM12342 |  - 2448 (8pcs Bookmatch) - 2pc/b,JLTTIL - Porcelain (Dream Grey)  | #DM12342 |  - 2448 (8pcs Bookmatch) - 2pc/b,promo-3240820c7a3f
JL TILE,TIL-JLTI-LX12639,(P) off,(none),,,(P) JLTTIL - Porcelain (Luxor Grey)  | #LX12639 |  - 2448 - 2pc/b,JLTTIL - Porcelain (Luxor Grey)  | #LX12639 |  - 2448 - 2pc/b,promo-7e305961bc1e
JL TILE,TIL-JLTI-N612002,(P) off,(none),,,(P) JLTTIL - Porcelain (Ariosa Snow Wall Tile)  | #N612002 |  - 2448 - 3pc/b,JLTTIL - Porcelain (Ariosa Snow Wall Tile)  | #N612002 |  - 2448 - 3pc/b,promo-61bc4ef77f6b
JL TILE,TIL-JLTI-N612008,(P) off,(none),,2.4,(P) JLTTIL - Porcelain (Ariosa Marble Wall Tile)  | #N612008 |  - 2448 - 3pc/b,JLTTIL - Porcelain (Ariosa Marble Wall Tile)  | #N612008 |  - 2448 - 3pc/b,promo-0574beabd0f8
JL TILE,TIL-JLTI-RD60320,(P) off,(none),,2.18,(P) JLTTIL - Porcelain (Royal Dianna Silver)  | #RD60320 |  - 2424 - 4pc/b,JLTTIL - Porcelain (Royal Dianna Silver)  | #RD60320 |  - 2424 - 4pc/b,promo-924f18f8fd80
JL TILE,TIL-JLTI-TE12690P,(P) off,(none),,,(P) JLTTIL - Porcelain (Iceberg White Lappato)  | #TE12690P |  - 2448 - 2pc/b,JLTTIL - Porcelain (Iceberg White Lappato)  | #TE12690P |  - 2448 - 2pc/b,promo-1016f48ea353
PURELUX,LVP-PLUX-0032,(P) on,(none),1.99,2.99,"PLUXLVP-WPC - WPC Series (Arctic Mist) Click | 7.09"" x 8mm x RL - 23.95sf/b","(P) PLUXLVP-WPC - WPC Series (Arctic Mist) Click | 7.09"" x 8mm x RL - 23.95sf/b",promo-43e7a4d9a7b9
PURELUX,LVP-PLUX-0032,cost -> promo,(none),1.99,2.99,2.99,1.99,promo-2df1bfa14b23
